id,vid,nid,title,additional_information,eligibility,evaluation,long_description,max_turnover,max_business_age,max_employees,max_grant_value,min_turnover,min_business_age,min_employees,min_grant_value,organiser,short_description,url,will_continue_on,contact_details
211,16732,10660,"Plant Operator Grants","<p>The grant is available for each type of test that an employee passes in the same CITB Grants Scheme year.</p> ",,,"<p>The scheme provides funding so that plant operators have the skills, training and practical experience to do their job.</p> ",,0,249,0,,0,1,0,CITB-ConstructionSkills,"Grants enabling plant operators to become fully qualified",http://www.cskills.org,"CITB-ConstructionSkills website","CITB-ConstructionSkills 01485 577 577 Bircham Newton Kings Lynn Norfolk PE31 6RH"
212,16837,10661,"Technical, Management and Professional Work Experience","<p>The system provides both construction and industrial training.</p> ",,,"<p>The scheme helps businesses to send their employees on work experience in order to improve their knowledge and skills.</p> ",,0,249,0,,0,1,0,CITB-ConstructionSkills,"The scheme organises work placements to provide industrial training",http://www.cskills.org,"CITB-ConstructionSkills website","CITB-ConstructionSkills 01485 577 577 Bircham Newton Kings Lynn Norfolk PE31 6RH"
213,12473,10662,"National Skills Academy for Manufacturing",,,,"<p>This scheme provides manufacturing industry focused academies which enable employers to boost their skills and productivity.</p> ",,0,249,0,,0,1,0,"National Skills Academy for Manufacturing","Training initiatives to help develop employers' skills",http://www.nsa-m.co.uk,"National Skills Academy for Manufacturing website","National Skills Academy for Manufacturing enquiries@nsa-m.co.uk 0845 643 9001 Office 21, 4200 Waterside centre Solihull Parkway Birmingham Business Park Birmingham B37 7YN"
214,16152,10664,"Creative Industries Development Agency",,,,"<p>This scheme provides creative industry updates to businesses. This includes:</p> <ul> <li>business bulletins</li> <li>helpline</li> <li>online information resource</li> </ul> ",,0,249,0,,0,1,0,"Creative Industries Development Agency","Advice and support for businesses working in the creative sector",http://www.cida.org,"Creative Industries Development Agency website","Creative Industries Development Agency 01484 483 140 The Media Centre Northumberland Street Huddersfield HD1 1RL"
215,16374,10665,"Enterprise Local - Shropshire",,"<p>Businesses must be based in Shropshire.</p> ",,"<p>The scheme provides home workers in the Shropshire area with a range of support including:</p> <ul> <li>an enterprise directory showcasing local home-based businesses and including an information section on working from home</li> <li>informative and inspirational networking events</li> <li>a central hub in Shrewsbury, known as Enterprise HQ, to work, meet and access front desk services</li> </ul> ",,0,19,0,,0,1,0,"Enterprise HQ","Support for home workers in Shropshire to grow their businesses",http://www.enterprise-hq.co.uk/,"Enterprise HQ website","Enterprise HQ 01952 580 745 High Street Coalport Ironbridge Gorge Telford Shropshire TF8 7HT"
216,12479,10668,"Technology Innovation Fund",,,,"<p>This scheme offers the opportunity to collaborate with NPL to solve any technological challenges a business may be facing.</p> <p>NPL offers a bespoke and tailored consultancy to meet businesses needs.</p> ",,0,249,0,,0,1,0,"National Physical Laboratory (NPL)","Working together to develop customised technical business solutions",http://www.npl.co.uk/commercial-services/products-and-services/technology-innovation-fund/,"National Physical Laboratory (NPL) website","National Physical Laboratory (NPL) 0208 943 8746 Hampton Road Teddington Middlesex TW11 0LW"
217,12481,10670,"Environmental Support",,"<p>Businesses must be based in London.</p> ",,"<p>The scheme provides businesses with support in improving their record on recycling and becoming more environmentally friendly.</p> ",,0,249,0,,0,1,0,"London Remade","Services to help businesses use more green materials",http://www.lrsconsultancy.com,"London Remade website","London Remade info@londonremade.com 020 7061 6357 1 Quality Court Chancery Lane London WC2A 1HR"
218,12482,10671,"Think London",,"<p>Businesses must be based in London or looking to relocate there.</p> ",,"<p>The scheme provides a range of support services to businesses in London and businesses looking to relocate to the area, these include:</p> <ul> <li>multi-lingual consultants</li> <li>professional and business contacts</li> <li>advice on recruitment</li> <li>putting businesses in touch with lawyers, accountants and bankers</li> </ul> ",,0,249,0,,0,1,0,"Think London","Supporting businesses to stay in, or relocate to London ",http://www.londonandpartners.com,"Think London website","London and Partners 020 7234 5800 6th Floor 2 More London Riverside London SE1 2RR"
219,12483,10672,"Merton Means Business",,"<p>The target area for the project is Figges Marsh, Cricket Green, Lavender and Pollards Hill wards.</p> ",,"<p>Merton Means Business provides businesses within the Merton area with a range of support services to help them grow.</p> <p>The scheme is also improving the local area to make the region more attractive for investment.</p> ",,0,249,0,,0,1,0,"London Borough of Merton Council","Supporting businesses in Merton",http://www.merton.gov.uk/working/businesssupport/mitcham_means_business.htm,"London Borough of Merton Council website","London Borough of Merton Council info@mertonchamber.co.uk 020 8619 0700 Mitcham Regeneration Office 95 Miles Road Mitcham Surrey CR4 3FH"
220,12484,10673,"Centre for Environment and Safety Management for Business (CESMB)",,"<p>Businesses must be based in the Middlesex area.</p> ",,"<p>The scheme provides businesses with a range of support services to help them improve their environmental policy, this includes:</p> <ul> <li>consultancy</li> <li>development projects</li> <li>training and research</li> </ul> ",,0,249,0,,0,1,0,"Middlesex University","Environmental advice and sustainable solutions for businesses",http://www.mdx.ac.uk/business/expertise/cesmb/index.aspx,"Middlesex University website","Middlesex University cesmb@mdx.ac.uk 020 8411 6067 The Burroughs London NW4 4BT"
221,12486,10675,"Business Links",,,,"<p>London Metropolitan University works collaboratively with businesses to add value across a range of industries.</p> <p>The scheme offers:</p> <ul> <li>industry expertise</li> <li>conference facilities</li> <li>academic and employability initiatives</li> </ul> ",,0,249,0,,0,1,0,"London Metropolitan University","Support services to develop and grow your business",http://www.londonmet.ac.uk/business-development/,"London Metropolitan University website","London Metropolitan University 020 7133 3675 The London Enterprise Office 31 Jewry Street London EC3N 2EY"
222,18913,10677,"Business Support - South London",,"<p>Businesses must be based in London.</p> ",,"<p>The scheme provides businesses with support and advice, through partnerships with:</p> <ul> <li>industry</li> <li>local authorities</li> <li>chamber of commerce</li> </ul> ",,0,249,0,,0,1,0,"South London Business","Support services for businesses based in South London",http://www.southlondonbusiness.co.uk/business_support.php,"South London Business website","South London Business reception@southlondonbusiness.co.uk 020 8681 0053 4th Floor Sunley House 4 Bedford Park Croydon CR0 2AP"
223,18700,10680,"Desti.ne - North East",,"<p>Businesses must be based in the North East of England.</p> ",,"<p>The scheme provides a number of support services to businesses operating in the tourism sector, these include:</p> <ul> <li>a content management system to enable the cost effective building of tourism websites</li> <li>business management software for the tourism industry</li> <li>support in setting up an online booking service</li> </ul> ",,0,249,0,,0,1,0,"One North East","Tourism e-business management services for the North East",http://www.tourismbusinesstoolkit.co.uk/site/marketing/desti-ne,"One North East website","One North East 0191 229 6200 Stella House Gold Crest Way Newburn Riverside Newcastle upon Tyne NE15 8NY"
224,18429,10681,"Carbon Trust Programme - Northern Ireland","<p>The services are delivered by independent energy consultants, and energy and technical audits may include up to ten days of free consultancy.</p> ","<p>Businesses based in Northern Ireland may apply.</p> <p>To be eligible for the full programme, businesses must have annual energy costs in excess of &amp;pound;50,000.</p> <p>Businesses spending less than &amp;pound;50,000 per annum can obtain helpline advice from an energy consultant.</p> ",,"<p>The Carbon Trust Programme is a portfolio of services that helps businesses to become or remain energy efficient.</p> <p>The services, developed in conjunction with the Carbon Trust, include:</p> <ul> <li>energy seminars and workshops</li> <li>publications about energy efficiency</li> <li>a dedicated energy helpline</li> <li>an energy efficiency design advice</li> <li>free on-site energy surveys and audits</li> </ul> ",,0,249,0,,0,1,0,"Invest Northern Ireland","Helping businesses reduce their carbon footprint and save energy",http://www.investni.com/index/grow/technical_and_sustainable_development/energy/carbon_trust_programme.htm,"Invest Northern Ireland website","Invest Northern Ireland sam.knox@investni.com 028 9069 8868 7th Floor Bedford Square Bedford Street Belfast BT2 7ES"
225,16654,10682,"Historic Building Grants - Dundee",,"<p>Applicants must be located in the Dundee area.</p> ",,"<p>The scheme provides a grant to help with the renovation and repair of buildings be located in outstanding conservation areas.</p> ",,0,249,0,,0,1,0,"Dundee Historic Environment Trust","Repair grants for historic buildings in Dundee's conservation areas",http://www.dhet.org.uk/03HB%20Grants.htm,"Dundee Historic Environment Trust website","Dundee Historic Environment Trust info@shet.org.uk 01382 902 244 19 Dock Street Dundee DD1 3DP"
226,15729,10684,"Kingston Enterprising Graduates","<p>Three components of the scheme include:</p> <ul> <li>awards featuring workshops on networking and marketing</li> <li>networking scheme features monthly meetings focusing on critical issues in enterprise start up. These offer advice from experts and support from like minded peers</li> <li>qualification in Innovation and Entrepreneurship</li> </ul> ","<p>Open to graduates from all West Focus universities.</p> ",,"<p>Resources, support and mentoring available to increase understanding of setting up and expanding a new business.</p> ",,0,4,0,,0,1,0,"West Focus Entrepreneurship Centre","Training and awards scheme for Kingston University students and graduates starting a new business in Kingston upon Thames",http://www.kingston.ac.uk/services-for-business/entrepreneurship/,"West Focus Entrepreneurship Centre website","West Focus Entrepreneurship Centre J.Ilsley@kingston.ac.uk 020 8547 8050 Kingston University River House 53 - 57 High Street Kingston upon Thames Surrey KT1 1LQ"
